fname,label
01c2f88b.wav,Bass_drum
024c4c6d.wav,Bass_drum
03fc1f96.wav,Bass_drum
071efb95.wav,Bass_drum
0ddb4bdf.wav,Bass_drum
12198b88.wav,Bass_drum
15f7e867.wav,Bass_drum
2ed7a267.wav,Bass_drum
33cdfcbc.wav,Bass_drum
354c7009.wav,Bass_drum
368137a8.wav,Bass_drum
3a9085ca.wav,Bass_drum
3dc2885b.wav,Bass_drum
46b66e03.wav,Bass_drum
47a98dfe.wav,Bass_drum
495cca46.wav,Bass_drum
4a4727b7.wav,Bass_drum
4b13fe12.wav,Bass_drum
4ba2b70e.wav,Bass_drum
52d30eec.wav,Bass_drum
52e54bdd.wav,Bass_drum
540cd3bc.wav,Bass_drum
5644beb8.wav,Bass_drum
565f3ee2.wav,Bass_drum
5d108bb1.wav,Bass_drum
63e0ab2c.wav,Bass_drum
6a96272b.wav,Bass_drum
6d21ad67.wav,Bass_drum
6f7162b1.wav,Bass_drum
73028179.wav,Bass_drum
022a3507.wav,Bus
0a54c770.wav,Bus
0c6a3500.wav,Bus
0e645225.wav,Bus
129439fd.wav,Bus
16c8384b.wav,Bus
1b643c7f.wav,Bus
1c3b61c8.wav,Bus
208ddbdd.wav,Bus
2094a55d.wav,Bus
0459f90f.wav,Squeak
099ce615.wav,Squeak
1498eb6e.wav,Squeak
1e15cc3b.wav,Squeak
1f44f184.wav,Squeak
1ff0766e.wav,Squeak
20fb2252.wav,Squeak
236648d4.wav,Squeak
24dfdfa5.wav,Squeak
275f51c0.wav,Squeak
2953359d.wav,Squeak
29a57707.wav,Squeak
2db1505d.wav,Squeak
30225694.wav,Squeak
35fb9b2e.wav,Squeak
36b3f8ec.wav,Squeak
3835cfbd.wav,Squeak
3bd11bdc.wav,Squeak
428ed21a.wav,Squeak
48b67c44.wav,Squeak
4dad3b5f.wav,Squeak
54679e2a.wav,Squeak
5d946c59.wav,Squeak
5ebdb1a8.wav,Squeak
670b77c7.wav,Squeak
6b3dd35c.wav,Squeak
7453efda.wav,Squeak
779b0487.wav,Squeak
78f90b0f.wav,Squeak
7a8cd995.wav,Squeak
01257aad.wav,Scissors
06d0d6e4.wav,Scissors
11ab15ee.wav,Scissors
167a4cd4.wav,Scissors
18a7f8c5.wav,Scissors
23e8ac90.wav,Scissors
283671c1.wav,Scissors
285a1825.wav,Scissors
29dcc9de.wav,Scissors
01a59c11.wav,Harmonica
01d4dafd.wav,Harmonica
01e723f5.wav,Harmonica
02eed858.wav,Harmonica
06b278f7.wav,Harmonica
0716126b.wav,Harmonica
088d3f95.wav,Harmonica
17429629.wav,Harmonica
19974149.wav,Harmonica
1aa5b354.wav,Harmonica
1bcf0664.wav,Harmonica
1e0d7652.wav,Harmonica
1ff53ee9.wav,Harmonica
2081f3e1.wav,Harmonica
24218e25.wav,Harmonica
24503135.wav,Harmonica
0160d55e.wav,Gong
06ed75a7.wav,Gong
10550a6f.wav,Gong
1415b8b9.wav,Gong
17d5e08b.wav,Gong
18f825ef.wav,Gong
1a8b216e.wav,Gong
1b813314.wav,Gong
1bbdae38.wav,Gong
1c4c0a51.wav,Gong
216f3fb8.wav,Gong
279fb592.wav,Gong
281c7727.wav,Gong
29c9e829.wav,Gong
2b188948.wav,Gong
2c35f941.wav,Gong
30aad8ba.wav,Gong
327de0ed.wav,Gong
38cee215.wav,Gong
3b50856f.wav,Gong
47d79021.wav,Gong
4b12b563.wav,Gong
4c4ec973.wav,Gong
4d14661a.wav,Gong
4d4af5dd.wav,Gong
4f224ce4.wav,Gong
51cbcf35.wav,Gong
5202c954.wav,Gong
564f1a49.wav,Gong
0172a2a5.wav,Microwave_oven
01ee18fd.wav,Microwave_oven
0de99488.wav,Microwave_oven
0f5286d1.wav,Microwave_oven
0fafb777.wav,Microwave_oven
15373464.wav,Microwave_oven
188b88ed.wav,Microwave_oven
19f74365.wav,Microwave_oven
1c8943c0.wav,Microwave_oven
29b51ca2.wav,Microwave_oven
2d26925a.wav,Microwave_oven
33dd544d.wav,Microwave_oven
35d7ac24.wav,Microwave_oven
37d0eed3.wav,Microwave_oven
08b54ed0.wav,Burping_or_eructation
0a2a5c05.wav,Burping_or_eructation
0b7044b0.wav,Burping_or_eructation
0d9f6c10.wav,Burping_or_eructation
0fd52405.wav,Burping_or_eructation
11a06e06.wav,Burping_or_eructation
11e3ffde.wav,Burping_or_eructation
125194b0.wav,Burping_or_eructation
1304d545.wav,Burping_or_eructation
1640b1f9.wav,Burping_or_eructation
1661aa86.wav,Burping_or_eructation
17a853e4.wav,Burping_or_eructation
194fc71a.wav,Burping_or_eructation
1b34065d.wav,Burping_or_eructation
22c7f2c0.wav,Burping_or_eructation
27d679b4.wav,Burping_or_eructation
2df01d41.wav,Burping_or_eructation
2f6f44fa.wav,Burping_or_eructation
3074dea2.wav,Burping_or_eructation
314b13fe.wav,Burping_or_eructation
324faa97.wav,Burping_or_eructation
0286fc27.wav,Double_bass
05ef46ec.wav,Double_bass
08894340.wav,Double_bass
0da0c554.wav,Double_bass
103f29e5.wav,Double_bass
129dc328.wav,Double_bass
13da16ae.wav,Double_bass
189c2ac2.wav,Double_bass
19893aa8.wav,Double_bass
1a7d3f2d.wav,Double_bass
1e55de2b.wav,Double_bass
206161e8.wav,Double_bass
280b5439.wav,Double_bass
2ac8b94f.wav,Double_bass
2af5172d.wav,Double_bass
3a151889.wav,Double_bass
3ae76b24.wav,Double_bass
3bbe245d.wav,Double_bass
3c9abefe.wav,Double_bass
420b6ee8.wav,Double_bass
444f9db5.wav,Double_bass
462b676f.wav,Double_bass
4c0c385f.wav,Double_bass
4cbba37a.wav,Double_bass
4cee46a4.wav,Double_bass
4fb480bf.wav,Double_bass
4fd883bb.wav,Double_bass
512b0a33.wav,Double_bass
51402418.wav,Double_bass
595c191d.wav,Double_bass
018b1df6.wav,Shatter
0e3aa5cf.wav,Shatter
0e4583d5.wav,Shatter
1023facf.wav,Shatter
11fab0b0.wav,Shatter
1472a525.wav,Shatter
15aebea5.wav,Shatter
18a7dc51.wav,Shatter
20792ffd.wav,Shatter
2094b896.wav,Shatter
29309cb9.wav,Shatter
2c1acd4e.wav,Shatter
3b466a76.wav,Shatter
43f36cbf.wav,Shatter
518250e2.wav,Shatter
520b22f7.wav,Shatter
5356d361.wav,Shatter
59b3f32e.wav,Shatter
5b2d8050.wav,Shatter
5c248a1b.wav,Shatter
5d4ffe7f.wav,Shatter
63de87b8.wav,Shatter
690d3746.wav,Shatter
6e5088de.wav,Shatter
7155df7f.wav,Shatter
72451929.wav,Shatter
74892199.wav,Shatter
843035cc.wav,Shatter
85830943.wav,Shatter
8d3acc31.wav,Shatter
027aee2a.wav,Fireworks
052789c8.wav,Fireworks
0a49afad.wav,Fireworks
0dbdffe2.wav,Fireworks
0e9cb14e.wav,Fireworks
118413f9.wav,Fireworks
13043bab.wav,Fireworks
16488606.wav,Fireworks
16d90624.wav,Fireworks
1f095666.wav,Fireworks
2439dedd.wav,Fireworks
26d6556a.wav,Fireworks
2c75e086.wav,Fireworks
2db1e842.wav,Fireworks
31b2f39c.wav,Fireworks
36315bea.wav,Fireworks
3e93dd4c.wav,Fireworks
44430b53.wav,Fireworks
450b7adb.wav,Fireworks
4d08e621.wav,Fireworks
4d61a3c6.wav,Fireworks
4e556dc5.wav,Fireworks
4f0289dc.wav,Fireworks
51cfc1d3.wav,Fireworks
55aed1da.wav,Fireworks
597d7401.wav,Fireworks
5a3331db.wav,Fireworks
5dc063db.wav,Fireworks
5e2d18d7.wav,Fireworks
6b192226.wav,Fireworks
024da466.wav,Tambourine
02e9392e.wav,Tambourine
06959969.wav,Tambourine
09158810.wav,Tambourine
0a8ac55d.wav,Tambourine
105a8017.wav,Tambourine
11710c08.wav,Tambourine
11fbd6c2.wav,Tambourine
143f37eb.wav,Tambourine
166269ab.wav,Tambourine
1827e52f.wav,Tambourine
19343ae9.wav,Tambourine
19f45b13.wav,Tambourine
1a1cc850.wav,Tambourine
1b2cc49c.wav,Tambourine
1bf70cc6.wav,Tambourine
1cf3ee46.wav,Tambourine
1d395faa.wav,Tambourine
1e8ffcc9.wav,Tambourine
1e9f2a00.wav,Tambourine
1fcfb5e3.wav,Tambourine
215d5ff6.wav,Tambourine
06d2b52b.wav,Cowbell
087f12b6.wav,Cowbell
090e1d30.wav,Cowbell
09a7dc35.wav,Cowbell
0a6bba04.wav,Cowbell
0e979b8c.wav,Cowbell
0f36e49a.wav,Cowbell
11c90896.wav,Cowbell
172e4f11.wav,Cowbell
1b66a9f0.wav,Cowbell
1fda17e4.wav,Cowbell
22400300.wav,Cowbell
22980700.wav,Cowbell
23cb1f38.wav,Cowbell
2647f749.wav,Cowbell
299ad29c.wav,Cowbell
2d2ad4e4.wav,Cowbell
2e48021d.wav,Cowbell
316af3f0.wav,Cowbell
027482e2.wav,Electric_piano
060fab76.wav,Electric_piano
0b05208c.wav,Electric_piano
0f2ab678.wav,Electric_piano
12a38093.wav,Electric_piano
1648effc.wav,Electric_piano
16f26de0.wav,Electric_piano
1bcb3c6f.wav,Electric_piano
1c3d00bf.wav,Electric_piano
1d26c5e5.wav,Electric_piano
24bae325.wav,Electric_piano
2cef6d07.wav,Electric_piano
32d9a198.wav,Electric_piano
393042b9.wav,Electric_piano
3ac0c9ea.wav,Electric_piano
027cd3fd.wav,Meow
03b4aca1.wav,Meow
0c0f796c.wav,Meow
13903b82.wav,Meow
14ef39a2.wav,Meow
1760ba6f.wav,Meow
27a962c5.wav,Meow
2a1540b1.wav,Meow
2c1af1c2.wav,Meow
2e35864b.wav,Meow
30619f79.wav,Meow
33a40fbe.wav,Meow
375bfb8e.wav,Meow
4509d8c8.wav,Meow
46076458.wav,Meow
06487815.wav,Drawer_open_or_close
0d2047b5.wav,Drawer_open_or_close
0e451691.wav,Drawer_open_or_close
113c5e2f.wav,Drawer_open_or_close
1207a675.wav,Drawer_open_or_close
1329c048.wav,Drawer_open_or_close
164fc190.wav,Drawer_open_or_close
170950ce.wav,Drawer_open_or_close
1b17feba.wav,Drawer_open_or_close
1b9c5af1.wav,Drawer_open_or_close
23c0de2c.wav,Drawer_open_or_close
24ecf282.wav,Drawer_open_or_close
32421c59.wav,Drawer_open_or_close
32d47487.wav,Drawer_open_or_close
3824a5f6.wav,Drawer_open_or_close
0c7ae294.wav,Applause
0d804b40.wav,Applause
170eeda2.wav,Applause
21e43f5b.wav,Applause
272be2e3.wav,Applause
28d634e9.wav,Applause
2ee73a9d.wav,Applause
31102711.wav,Applause
35669b76.wav,Applause
3ba2f20d.wav,Applause
3f5bfd26.wav,Applause
3fb27eb8.wav,Applause
43fd7a48.wav,Applause
4bfbb74e.wav,Applause
50e7451d.wav,Applause
5802940e.wav,Applause
5a4089a3.wav,Applause
5f4ede60.wav,Applause
600fe305.wav,Applause
61c9c7ad.wav,Applause
6ad73ffc.wav,Applause
6ebe3f62.wav,Applause
71fb2237.wav,Applause
73e326ec.wav,Applause
76ffffa8.wav,Applause
784920ab.wav,Applause
7d46df5d.wav,Applause
7d4963eb.wav,Applause
85516706.wav,Applause
87fc1fad.wav,Applause
0356dec7.wav,Acoustic_guitar
08a68ba1.wav,Acoustic_guitar
0eeaebcb.wav,Acoustic_guitar
10da16fb.wav,Acoustic_guitar
14041f9a.wav,Acoustic_guitar
14303ca5.wav,Acoustic_guitar
149ca673.wav,Acoustic_guitar
15ba13c4.wav,Acoustic_guitar
160c92d7.wav,Acoustic_guitar
16c9a838.wav,Acoustic_guitar
17f82c05.wav,Acoustic_guitar
1ac389e0.wav,Acoustic_guitar
2016d256.wav,Acoustic_guitar
214ddd6b.wav,Acoustic_guitar
236cbab1.wav,Acoustic_guitar
26c723f2.wav,Acoustic_guitar
2e1bce45.wav,Acoustic_guitar
2f2429ad.wav,Acoustic_guitar
3071420d.wav,Acoustic_guitar
32dee61b.wav,Acoustic_guitar
34747922.wav,Acoustic_guitar
35039ae1.wav,Acoustic_guitar
367ad7b1.wav,Acoustic_guitar
38216fad.wav,Acoustic_guitar
3a0471fd.wav,Acoustic_guitar
404c1e72.wav,Acoustic_guitar
41588cd6.wav,Acoustic_guitar
44fb3eeb.wav,Acoustic_guitar
46a95319.wav,Acoustic_guitar
4957c12d.wav,Acoustic_guitar
04186a03.wav,Violin_or_fiddle
044be615.wav,Violin_or_fiddle
0556be76.wav,Violin_or_fiddle
06b89bf9.wav,Violin_or_fiddle
08b88eb7.wav,Violin_or_fiddle
09b8a126.wav,Violin_or_fiddle
0bab86ae.wav,Violin_or_fiddle
0c547bc4.wav,Violin_or_fiddle
0da527a6.wav,Violin_or_fiddle
0e7cd4eb.wav,Violin_or_fiddle
1148986e.wav,Violin_or_fiddle
114cf102.wav,Violin_or_fiddle
11b027e8.wav,Violin_or_fiddle
142cb2c4.wav,Violin_or_fiddle
14ac7cbd.wav,Violin_or_fiddle
1551f28a.wav,Violin_or_fiddle
15914050.wav,Violin_or_fiddle
15e43efb.wav,Violin_or_fiddle
17c7a30d.wav,Violin_or_fiddle
17d87e42.wav,Violin_or_fiddle
18492a23.wav,Violin_or_fiddle
1a2deaa1.wav,Violin_or_fiddle
1a6cd0d1.wav,Violin_or_fiddle
1ab80336.wav,Violin_or_fiddle
1b24c166.wav,Violin_or_fiddle
1e93f880.wav,Violin_or_fiddle
208a14b6.wav,Violin_or_fiddle
21346775.wav,Violin_or_fiddle
225b34b1.wav,Violin_or_fiddle
2287043f.wav,Violin_or_fiddle
0496718e.wav,Finger_snapping
051138fc.wav,Finger_snapping
060ba089.wav,Finger_snapping
06b9dc31.wav,Finger_snapping
0779162e.wav,Finger_snapping
0a6dbf2c.wav,Finger_snapping
0b3c0588.wav,Finger_snapping
0c2f1a54.wav,Finger_snapping
105f4e16.wav,Finger_snapping
14f13e6f.wav,Finger_snapping
169acff4.wav,Finger_snapping
